_address,_time,_date,_type,_body,_read,_service_center,_name
VM-SBIPSG,Jan 3  2016 3:02:05 PM,1451813525420,1,Your NEFT of Rs 3905 with UTR SBIN216002208050 DTD 02/01/16 credited to Beneficiary AC NO. 499413169006 at HSBC0110007 on 02/01/16 at 07:41 PM,1,+919820405905,Manuf. Date
095827 85874,Jan 3  2016 2:05:11 PM,1451810111399,2,Name : rakind xxx  Phone : 9711679906 Time : 11pm Address : sushant estate Gurgaon  Car : swift dzire victoria ,1,,Sohail LetMeDrive
095827 85874,Jan 3  2016 2:03:25 PM,1451810005589,2,Name : Abdul Khalik  Phone : 9312768710 Time : 6pm Address : Thokar 5   abul fazal enclave 1   jamia nagar   new delhi 25 Car : etios,1,,Sohail LetMeDrive
VM-IBRYDE,Jan 3  2016 1:44:59 PM,1451808899732,1,Attention Ryders! Last chance to avail FLAT 30% Off. Offer ends tomorrow! Use Promo Code: HNY30. Book Now: http://j.mp/ryde2016,1,+919820405912,Manuf. Date
VD-611123,Jan 3  2016 12:49:10 PM,1451805550264,1,80 pe 80! Recharge kare Rs80 se aur paye Rs80 ka FullTalkTime.Offer 09/01/2016 tak manya hai Extra benefit recharge ke agle 4Hrs me.Click www.vodafone.in/mvvf32,1,+919811001057,
VD-611112,Jan 3  2016 10:36:27 AM,1451797587413,1,Naye saal me nayi naukri ghar aur vyapar sab kuchh badal jayega is baar. kya honge bade badlav  Jaanein anubhavi panditji se. Dial 55315 at Rs 9/min,1,+919811001057,
VD-611112,Jan 3  2016 10:22:56 AM,1451796776412,1,Ayurveda Dr. se baat kijiye 53512 par @ Rs9/Min  Aur jaaniye har choti se choti aur badi se badi takleef ka Gharelu nuskha. Dial kijiye 53512 @ Rs 9/Min,1,+919811001057,
VM-SBICRD,Jan 2  2016 11:10:59 PM,1451756459955,1,We have updated your registered mobile no. You will start receiving your xxx for Online transactions on your new mobile no. within 28 hrs. If you have not made this request  call SBI Cards helpline immediately.,1,+919820405912,Manuf. Date
BH-ROTITG,Jan 2  2016 7:32:38 PM,1451743358533,1,Celebrations never ends! Order for favorite food @ 25% Off on 500 Roti The Grill (Indirapuram) 0120-4333372  8447533253,1,+919417899997,Manuf. Date
VM-040600,Jan 2  2016 7:23:21 PM,1451742801343,1,Try Lenskart Risk- Free! We are making your 1st Purchase of Eyeglasses absolutely Free of Cost  just pay Rs299 as Shipping Charges. @ www.lenskart.com/249-rem,1,+919820405904,
BZ-SBIINB,Jan 2  2016 4:53:57 PM,1451733837529,1,Thank you for using State Bank Internet banking. Your Transaction Ref No IG0BFWSSE0 for Rs.1260.8 on 02-JAN-16 16:51,1,+919423096951,Manuf. Date
VM-SBIINB,Jan 2  2016 4:51:40 PM,1451733700336,1,xxx for transaction IRCTC-RAILWAY TICKET BOOKING is:97084820. Do not share it with anyone,1,+919820405912,Manuf. Date
VD-611111,Jan 2  2016 4:04:04 PM,1451730844570,1,Incoming free while roaming on Vodafone network in India for just Rs. 75/- monthly. To activate dial *111*6*3#. No extra charges for using Internet in roaming.,1,+919811001057,
MD-ZIPGOX,Jan 2  2016 3:31:19 PM,1451728879567,1,Introducing ZipGo Airport Express! Travel Non-stop to Bengaluru airport  every hour on the hour from 6 AM to 9 PM for just Rs. 149. Type BIAL for airport. Download ZipGo app today. Android app - http://bit.ly/ZipGo   iOS App - http://bit.ly/ZipGo_iOS,1,+919868191091,Manuf. Date
BX-SBIINB,Jan 2  2016 1:17:03 PM,1451720823887,1,Thank you for using State Bank Internet banking. Your Transaction Ref No IR81427398 for Rs.3905 on 02-JAN-16 13:12,1,+919442599997,Manuf. Date
+91 98103 10862,Jan 2  2016 1:15:20 PM,1451720720264,2,Call krna kuch kaam h...  Need to discuss some business plan.... ,1,,Akash Gaur Delhi Rto
+919810310862,Jan 2  2016 1:14:48 PM,1451720688269,1,rto mai hu krta hu ph ..apko,1,+919891030099,Akash Gaur Delhi Rto
VM-IPAYTM,Jan 2  2016 12:53:13 PM,1451719393428,1,Hi  the seller Fab Sales has confirmed that your order for Prestige Granite Non Stick Fry Pan 200 Without Lid with order # 1439375416 will be serviced by it. We'll keep you posted with latest progress from time to time.,1,+919820405560,Manuf. Date
VD-611123,Jan 2  2016 12:33:29 PM,1451718209578,1,80 pe 80! Recharge kare Rs80 se aur paye Rs80 ka FullTalkTime.Offer 08/01/2016 tak manya hai Extra benefit recharge ke agle 4Hrs me.Click www.vodafone.in/mvvf32,1,+919811001057,
VD-VFCARE,Jan 2  2016 12:20:02 PM,1451717402768,1,Hello! Now download your PDF bill generated on 24-DEC-15 on your smart phone.Click on the http://221.135.134.27:8080/BillOnHandset/DownloadBill?msisdn=AAAAursxtz&circlecode=0003 Surfing charges apply if you are not active on an internet pack. To open the PDF  you will need to enter a password  which is a combination of the first 4 letters of yourname (as you registered it with Vodafone) and the last 4 digits of your Vodafone number.,1,+919811001057,Manuf. Date
VK-MYNTRA,Jan 2  2016 11:50:37 AM,1451715637149,1,The End of Reason Sale is ON @ Myntra Enjoy 50% - 80% OFF on 2.5L+ styles. Shop Now! http://msg.mn/qesoCp/5KAdJyYdXJUB,1,+919830000185,Manuf. Date
VM-MYNTRA,Jan 2  2016 11:50:08 AM,1451715608038,1,The End of Reason Sale is ON @ Myntra Enjoy 50% - 80% OFF on 2.5L+ styles. Shop Now! http://msg.mn/qesoCp/5KAdJyYV1WYy,1,+919820405905,Manuf. Date
DM-060002,Jan 2  2016 10:59:54 AM,1451712594685,1,MMM INDIA! 100% per month! Contributed 1000 INR? In a month they will turn into 2000  in 2 months - 4000 & so on. For details:www.mmmindia.net or 9211205000,1,+919768399176,
VD-611112,Jan 2  2016 10:01:47 AM,1451709107727,1,Make your life healthy and successfull! Talk LIVE with Ayurveda Guru and get advice to lead a happy and stress free life. Just call 53512 (Rs.9/min),1,+919811001057,
VM-PEOPLE,Jan 2  2016 9:10:39 AM,1451706039318,1,Want to make the New Year happier? Rush to your nearest PEOPLE store. Buy 3 get 2  buy 5 get 5! Hurry!! T&C.,1,+919820405905,Manuf. Date
MD-APOLLO,Jan 2  2016 8:08:36 AM,1451702316840,1,Suffering from allergy/asthma/chronic cough? Consult Dr.MohdShuyeb(Pulmonologist)@Apollo Clinic  Indrapuram on3rdJan btwn10.30-12.30pm.T-18605007788/01206402598,1,+919868191090,Manuf. Date
BP-SBIINB,Jan 2  2016 7:03:45 AM,1451698425048,1,3rd party added by you on 01-01-2016 05:43:55 PM is ACTIVATED. Do not share your SMS password with any one,1,+919417899997,Manuf. Date
VM-LICIND,Jan 1  2016 9:20:55 PM,1451663455225,1,LIC WISHES YOU AND YOUR FAMILY A VERY HAPPY AND PROSPEROUS NEW YEAR 2016.,1,+919820405912,Manuf. Date
BP-SBIINB,Jan 1  2016 8:23:58 PM,1451660038416,1,Thank you for using State Bank Internet banking. Your Transaction Ref No IG0BFTTOB0 for Rs.914 on 01-JAN-16 20:22,1,+919417899997,Manuf. Date
BP-SBIINB,Jan 1  2016 8:22:12 PM,1451659932984,1,xxx for transaction One97 Communication Ltd is:42021657. Do not share it with anyone,1,+919417899997,Manuf. Date
VM-SBIINB,Jan 1  2016 8:21:50 PM,1451659910539,1,xxx for transaction One97 Communication Ltd is:42021657. Do not share it with anyone,1,+919820405560,Manuf. Date
BH-ROTITG,Jan 1  2016 7:39:03 PM,1451657343987,1,Happy New year! Enjoy our mouth watering Mughlai & Chinese cuisine @ 25% OFF on 300 only this weekend Roti The grill  (Indirapuram) 0120-4333372 8447533253,1,+919417899997,Manuf. Date
BP-SBIINB,Jan 1  2016 7:07:09 PM,1451655429616,1,Activation of 3rd party added by you at 01-01-2016 05:43:55 PM is in process. Money can be transferred only after activation,1,+919417899997,Manuf. Date
BX-SBIINB,Jan 1  2016 5:45:35 PM,1451650535072,1,You added a third party on 01-01-2016 05:43:55 PM. If it is not added by you  please lock the User Access urgently to avoid misuse,1,+919442599997,Manuf. Date
BX-SBIINB,Jan 1  2016 5:45:09 PM,1451650509449,1,ALERT: You have accessed ur profile section on ONLINESBI at 01/01/2016 17:44. If not  pls change your passwords immediately,1,+919442599997,Manuf. Date
BX-SBIINB,Jan 1  2016 5:44:47 PM,1451650487412,1,ALERT: You have accessed ur profile section on ONLINESBI at 01/01/2016 17:40. If not  pls change your passwords immediately,1,+919442599997,Manuf. Date
VM-SBIINB,Jan 1  2016 5:43:34 PM,1451650414086,1,xxx to add beneficiary A/c 49XXXXXX006 is:75224255. Do not share it with anyone,1,+919820405912,Manuf. Date
VM-IBRYDE,Jan 1  2016 3:50:45 PM,1451643645635,1,Ring in the New Year by sharing a Ryde. FLAT 30% off on all Rydes till 4th Jan! Use Promo Code: HNY30. Keep Ryding. Reduce Pollution. http://j.mp/ryde2016,1,+919820405560,Manuf. Date
DM-014962,Jan 1  2016 3:41:52 PM,1451643112460,1,LetMeDrive is wishing you & your family a very Happy & Prosperous New Year. - From Team LetMeDrive.   https://goo.gl/Q0Psa7,1,+919768399176,
DM-Haandi,Jan 1  2016 1:59:58 PM,1451636998133,1,Happy New Year! Start the new year with mouth-watering dishes @ 20% off.  Order for favorite food @  Handi Punjab Di (Indirapuram) 01206406500,1,+919768399174,Manuf. Date
VD-611123,Jan 1  2016 1:54:52 PM,1451636692598,1,80 pe 80! Recharge kare Rs80 se aur paye Rs80 ka FullTalkTime.Offer 07/01/2016 tak manya hai Extra benefit recharge ke agle 4Hrs me.Click www.vodafone.in/mvvf32,1,+919811001057,
VK-FRDKRM,Jan 1  2016 1:06:53 PM,1451633813528,1,Enjoy New Year with Fired Karamchari! Enjoy Happy Hours with 1+1 drinks & live Guitar this New Year! Order @ firedkaramchari.com |Happy Holidays! Open till 12am,1,+919830000185,Manuf. Date
VD-611111,Jan 1  2016 11:56:40 AM,1451629600401,1,Before the calendar turns a new leaf over  before the social networking sites and mobile get flooded with messages  let me take a quiet moment out to wish you a wonderful  happy  healthy and prosperous New Year.,1,+919811001057,
DM-080001,Jan 1  2016 11:50:08 AM,1451629208107,1,KFC new year special: Buy 6pc Fiery Grilled Bucket and get 3pc FREE. Call 01160004545  T&C apply,1,+919768399174,
VK-040801,Jan 1  2016 11:48:04 AM,1451629084372,1,Where's the after party tonight? Welcome 2016 in style at an OYO near you. Happy New Year & let the celebrations never stop #OneForEveryone,1,+919830000184,
DM-080004,Jan 1  2016 11:42:16 AM,1451628736130,1,KFC new year special: Buy 6pc Fiery Grilled Bucket and get 3pc FREE. Call 01160004545  T&C apply,1,+919768399174,
Vodafone,Jan 1  2016 11:28:01 AM,1451627881482,1,Please enter this One Time Password :1960 to login to My Vodafone App at https://www.vodafone.in/vfapp,1,+919811001057,Manuf. Date
Vodafone,Jan 1  2016 11:27:14 AM,1451627834263,1,Please enter this One Time Password :7593 to login to My Vodafone App at https://www.vodafone.in/vfapp,1,+919811001057,Manuf. Date
Vodafone,Jan 1  2016 11:26:35 AM,1451627795292,1,Please enter this One Time Password :4389 to login to My Vodafone App at https://www.vodafone.in/vfapp,1,+919811001057,Manuf. Date
VM-MYNTRA,Jan 1  2016 11:16:37 AM,1451627197844,1,It's not just any Sale  It's the EORS. India's Biggest Fashion Sale Ever & it starts Midnight @ Myntra Ready Your Cart! http://msg.mn/HU6EVFIRy,1,+919820405904,Manuf. Date
VK-MYNTRA,Jan 1  2016 11:16:28 AM,1451627188685,1,It's not just any Sale  It's the EORS. India's Biggest Fashion Sale Ever & it starts Midnight @ Myntra Ready Your Cart! http://msg.mn/HU6E39Pi!,1,+919830000184,Manuf. Date
DM-025963,Jan 1  2016 10:59:57 AM,1451626197095,1,Ola! 2015 has been awesome  but 2016 is going to be better. Here?s wishing you a Happy New Year and a wonderful journey ahead!,1,+919768399174,
DM-080004,Jan 1  2016 10:59:36 AM,1451626176828,1,KFC new year special: Buy 6pc Fiery Grilled Bucket and get 3pc FREE. Call 01142175903 or order online http://bit.ly/KFCWEB. Use KFCD63. T&C apply,1,+919768399175,
DZ-066217,Jan 1  2016 10:53:08 AM,1451625788478,1,Be Slim! Never before OFFER! Get monthly weight loss plan @Rs2500 only @Anjali Mukerjee's Health-Total. Natural Ayurvedic Therapy. For Details  sms DLH to 56161,1,+919762099062,
VD-611112,Jan 1  2016 10:07:28 AM,1451623048681,1,New Year 70% OFF Discount Vouchers sirf aapke liye. Dial *111*1# (Tollfree) aur payiye jankari sabhi offers ki.,1,+919811001057,
DM-017117,Jan 1  2016 9:37:31 AM,1451621251692,1,Ola! 2015 has been awesome  but 2016 is going to be better. Here?s wishing you a Happy New Year and a wonderful journey ahead!,1,+919768399176,
VM-DOMINO,Jan 1  2016 8:51:30 AM,1451618490278,1,Dominos '2016' Celebrations;Get 20% OFF on 400 Only Today.Enjoy with Your Loved Ones.WalkIn/Call@ 18602008888 /OrderOnline/Mobile@ dominos.co.in Cpn: MOB03 T&C,1,+919820405560,Manuf. Date
VK-UBERIN,Dec 31  2015 8:04:21 PM,1451572461589,1,Dear Rider  get Rs. 100 off your next Uber ride. Promo already applied on your account. Simply request & get riding to exit 2015 in style! get.uber.com/open_app,1,+919830000184,Manuf. Date
AM-IPAYTM,Dec 31  2015 7:58:44 PM,1451572124276,1,Recharge of Aircel Mobile 8285731256 for Rs.20 was successful.  Save the Internet. Click here http://goo.gl/Dd5wJr or give a missed call at 18001231010,1,+919810051665,Manuf. Date
AM-IPAYTM,Dec 31  2015 7:54:00 PM,1451571840851,1,You paid Paytm Rs. 20.00 with your Paytm wallet. Your new Paytm wallet balance is Rs. 10.18 Transaction ID: 1186974194 .,1,+919810051665,Manuf. Date
BH-ROTITG,Dec 31  2015 7:53:35 PM,1451571815956,1,Double up your celebrations! It's time to party to welcome the new year with your loved ones Order your food @ 20% off Roti The grill 01204333372  8447533253,1,+919417899997,Manuf. Date
DM-Haandi,Dec 31  2015 7:53:04 PM,1451571784938,1,Woohoo! Last day of 2015! Bid adieu to the year with mouthwatering dishes available @ 20% off on 300 Haandi Punjab di 0120-6406500,1,+919768399174,Manuf. Date
VM-LETMED,Dec 31  2015 5:46:02 PM,1451564162391,1,LetMeDrive Booking Successful! BookingID:3beb1063af SWIFT DZIRE xxx PickUp:01/01/2016 - 16:00 Return:01/01/2016 - 21:00 Amount:Rs-6777 ThankYou!,1,+919820405905,Manuf. Date
VM-FRDKRM,Dec 31  2015 5:41:55 PM,1451563915017,1,Enjoy New Year with Fired Karamchari! Enjoy Happy Hours with 1+1 drinks & live Guitar this New Year! Order @ firedkaramchari.com |Happy Holidays! Open till 12am,1,+919820405905,Manuf. Date
IM-MOBIKW,Dec 31  2015 5:34:16 PM,1451563456925,1,Happy New Year comes with a bang with MobiKwik. Add Rs.1000 & get instant Rs.50  code: ENCASHIT. Also  try our game & win lucky vouchers. Click bit.ly/mobi-luck,1,+919702000557,Manuf. Date
VK-PZAHUT,Dec 31  2015 5:26:24 PM,1451562984966,1,Celebrate New Year with Pizza Hut -Get 20% Discount on order above 400  Walk-in/Call@ 0120-3988398/valid till 8 PM today in Del & TA 31 Dec TnC,1,+919830000185,Manuf. Date
VM-LETMED,Dec 31  2015 4:39:43 PM,1451560183936,1,LetMeDrive Booking Successful! BookingID:85eb7242f6 FORD FIGO xxx PickUp:01/01/2016 - 11:00 Return:01/01/2016 - 16:00 Amount:Rs-6538 ThankYou!,1,+919820405904,Manuf. Date
VK-040303,Dec 31  2015 2:39:26 PM,1451552966463,1,More Primes on the road tonight to ensure a smooth New Year?s Eve for priority customers like you. Wi-Fi might not be available on-board limited cabs tonight.,1,+919830000184,
VD-611112,Dec 31  2015 11:49:43 AM,1451542783509,1,Ayurveda Dr. se baat kijiye 53512 par @ Rs9/Min  Aur jaaniye har choti se choti aur badi se badi takleef ka Gharelu nuskha. Dial kijiye 53512 @ Rs 9/Min,1,+919811001057,
DM-080005,Dec 31  2015 10:53:06 AM,1451539386762,1,Celebrate new year's eve with KFC buckets and get 15% off on order above Rs 350. Call 01142175903 or order online http://bit.ly/KFCWEB. Use KFCD01. T&C apply,1,+919768399176,
DM-080005,Dec 31  2015 10:40:27 AM,1451538627555,1,Celebrate new year's eve with KFC buckets and get 15% off on order above Rs 350. Call 01160004545  T&C apply,1,+919768399175,
DM-080004,Dec 31  2015 10:02:13 AM,1451536333297,1,Celebrate new year's eve with KFC buckets and get 15% off on order above Rs 350. Call 01160004545  T&C apply,1,+919768399176,
VD-611123,Dec 31  2015 9:41:13 AM,1451535073991,1,Get 50% Extra! Recharge with Rs255  get 1GB 3G for 28 days+500MB extra in 4hrs.Offer valid till 31Dec'15 on Etop/Online recharge.Click www.vodafone.in/mvvf32,1,+919811001057,
DM-DOMINO,Dec 31  2015 9:19:32 AM,1451533772842,1,Dominos Online New Year Celebration;Get 30% OFF on 400 Today(11am-5pm).Valid ONLY on Online Orders@ dominos.co.in /APP@ http://apps.dominos.co.in Cpn: DPF30 T&C,1,+919768399176,Manuf. Date
VM-UBERDL,Dec 31  2015 7:45:29 AM,1451528129671,1,Dear Rider  get Rs. 50 off your next Uber ride. We've activated the discount on your account  no promo code needed. Valid for a week. Get riding! -Uber Delhi,1,+919820405904,Manuf. Date
VK-LETMED,Dec 31  2015 2:19:39 AM,1451508579561,1,Thank You for Registering with LetMeDrive ! Your Mobile Verification Code - a376 for Mobile Number 9999301628. Please verify your Mobile Number.,1,+919830000184,Manuf. Date
VM-LETMED,Dec 31  2015 2:09:41 AM,1451507981463,1,Thank You for Registering with LetMeDrive ! Your Mobile Verification Code - a376 for Mobile Number 9999301628. Please verify your Mobile Number.,1,+919820405904,Manuf. Date
VK-LETMED,Dec 31  2015 1:46:41 AM,1451506601936,1,Thank You for Registering with LetMeDrive ! Your Mobile Verification Code - a376 for Mobile Number 9999301628. Please verify your Mobile Number.,1,+919830000184,Manuf. Date
VM-LETMED,Dec 31  2015 1:21:37 AM,1451505097711,1,Thank You for Registering with LetMeDrive ! Your Mobile Verification Code - a376 for Mobile Number 9999301628. Please verify your Mobile Number.,1,+919820405904,Manuf. Date
VK-LETMED,Dec 31  2015 1:17:11 AM,1451504831593,1,Thank You for Registering with LetMeDrive ! Your Mobile Verification Code - a376 for Mobile Number 9999301628. Please verify your Mobile Number.,1,+919830000184,Manuf. Date
VK-LETMED,Dec 31  2015 1:14:36 AM,1451504676815,1,Thank You for Registering with LetMeDrive ! Your Mobile Verification Code - a376 for Mobile Number 9999301628. Please verify your Mobile Number.,1,+919830000184,Manuf. Date
VK-LETMED,Dec 31  2015 12:50:11 AM,1451503211254,1,Thank You for Registering with LetMeDrive ! Your Mobile Verification Code - a376 for Mobile Number 9999301628. Please verify your Mobile Number.,1,+919830000184,Manuf. Date
VK-LETMED,Dec 31  2015 12:41:28 AM,1451502688254,1,Thank You for Registering with LetMeDrive ! Your Mobile Verification Code - a376 for Mobile Number 9999301628. Please verify your Mobile Number.,1,+919830000184,Manuf. Date
VM-LETMED,Dec 31  2015 12:26:53 AM,1451501813290,1,Thank You for Registering with LetMeDrive ! Your Mobile Verification Code - a376 for Mobile Number 9999301628. Please verify your Mobile Number.,1,+919820405904,Manuf. Date
DZ-HSBCIN,Dec 30  2015 9:10:13 PM,1451490013415,1,HSBC:Thank you for using HSBC Debit Card XXXXX4695 for INR 280.00 on 30DEC at RANGI LAL VINAY KUMAR . Call 18602662667 (If in India) if you have not used it. Your available balance in Ac 499-415***-006 is INR 13 121.75.,1,+919762099062,Manuf. Date
VM-040336,Dec 30  2015 7:42:52 PM,1451484772058,1,Set travelling resolutions in this new year and visit all the places you want. Book a ride with LetMeDrive on this New Year. Visit www.letmedrive.in  https://goo.gl/Q0Psa7,1,+919820405905,
VM-040336,Dec 30  2015 7:42:18 PM,1451484738760,1,Set travelling resolutions in this new year and visit all the places you want. Book a ride with LetMeDrive on this New Year. Visit www.letmedrive.in  https://goo.gl/Q0Psa7,1,+919820405905,
DZ-066385,Dec 30  2015 7:33:52 PM,1451484232084,1,Try Lenskart Risk Free. Just Pay Rs.499 & Get Eyeglasses with Lenses. Choose from Exclusive Collection of Our Best Selling Styles. Buy @ www.lenskart.com/499eye,1,+919768099140,
VK-FRDKRM,Dec 30  2015 7:08:20 PM,1451482700166,1,Fired Karamchari wishes a very Happy New Year! Enjoy Happy Hours and live Guitar this New Year! Order Online @ firedkaramchari.com | Happy Holidays!,1,+919830000184,Manuf. Date
VM-IBRYDE,Dec 30  2015 5:51:07 PM,1451478067317,1,New Year Delight! Book your Rydes @ FLAT 30% off today for New Year travel. Use Promo Code: HNY30 . Hurry up - Offer ends 4th Jan! http://j.mp/ryde2016,1,+919820405912,Manuf. Date
VM-UBERIN,Dec 30  2015 5:05:29 PM,1451475329057,1,Hi xxx  Thank you for your application for Uber Delhi’s carpooling initiative. The compulsory required documents are missing from your profile. Please upload all these required documents in your partner dashboard. Visit- partners.uber.com/profile/ - Uber Delhi,1,+919820405905,Manuf. Date
DM-WRLDPH,Dec 30  2015 2:44:55 PM,1451466895962,1,With World Phone Internet  the best you can get is the blazing speed   Amazing connectivity. For exiting offers  Call/SMS @ 8527293294.Wish you a Happy New Year,1,+919768399174,Manuf. Date
VK-LETMED,Dec 30  2015 1:41:44 PM,1451463104186,1,Thank You for Registering with LetMeDrive ! Your Mobile Verification Code - a376 for Mobile Number 9999301628. Please verify your Mobile Number.,1,+919830000184,Manuf. Date
+917525033067,Dec 30  2015 1:32:05 PM,1451462525726,1,Enjoy Full Body Massage By High class Good Looking Girls @799 only In Indirapuram near to Nathu Sweet at Pearls Petals Spa.Call= +919873563908,1,+919810051829,
VD-611123,Dec 30  2015 1:04:23 PM,1451460863766,1,80 pe 80! Recharge kare Rs80 se aur paye Rs80 ka FullTalkTime.Offer 05/01/2016 tak manya hai Extra benefit recharge ke agle 4Hrs me.Click www.vodafone.in/mvvf32,1,+919811001057,
VK-HSBCIN,Dec 30  2015 11:55:32 AM,1451456732567,1,HSBC: Dear Customer  your monthly statement for A/c DDA1*28DEC DEBIT INR 1 500.00-*28DEC DEBIT INR 1 500.00-*28DEC DEBIT INR 1 500.00-+,1,+919830000184,Manuf. Date
VM-HSBCIN,Dec 30  2015 11:55:10 AM,1451456710594,1,HSBC: 15DEC DEBIT CARD USED INR 2.00-*15DEC DEBIT CARD USED INR 50.00-,1,+919820405904,Manuf. Date
VK-PZAHUT,Dec 30  2015 11:32:19 AM,1451455339824,1,Pizzahut Todays offer-Buy 1 Med Pizza & Get 1 Pizza FREE  Walk-in/Call@ 0120-3988398/www.pizzahut.co.in Code PHE01; Also valid on Fri/Sat Online ONLY TnC,1,+919830000184,Manuf. Date
VD-611112,Dec 30  2015 11:02:51 AM,1451453571930,1,Make your life healthy and successfull! Talk LIVE with Ayurveda Guru and get advice to lead a happy and stress free life. Just call 53512 (Rs.9/min),1,+919811001057,
VK-648004,Dec 30  2015 10:12:01 AM,1451450521628,1,"GET EXCELLENT TRADING PROFIT IN BULLISH TREND OF 2016  ALL INDIAN EXPERT RESEARCH BUY ""SAWACA BUSINESS""(531893)  CMP 72 TGT 120+++ TILL FRIDAY DONT MISS IT",1,+919830000184,
DM-080003,Dec 30  2015 10:11:29 AM,1451450489624,1,Get 10pcs of KFC's Hot & Crispy chicken @Rs.350 and you save upto 50%! Call 01142175903 / order online http://bit.ly/KFCWEB or rush to the nearest KFC.T&C app,1,+919768399176,
DM-080003,Dec 30  2015 10:08:15 AM,1451450295387,1,Get 10pcs of KFC's Hot & Crispy chicken @Rs.350 and you save upto 50%! Call 01160004545 / T&C apply,1,+919768399176,
VK-648005,Dec 30  2015 9:49:25 AM,1451449165609,1,FIRST TIME IN INDIAN HISTORY ANY INDIAN CO GOT ORDER FROM UAE WORTH RS 18000 CR.  CHECK LINK HTTP://GOO.gl/sZKNeY  BUY SAWACA:531893 CMP 72 TGT 120 TILL FRIDAY,1,+919830000184,
DM-080005,Dec 30  2015 9:44:35 AM,1451448875313,1,Get 10pcs of KFC's Hot & Crispy chicken @Rs.350 and you save upto 50%! Call 01160004545 / T&C apply,1,+919768399174,
VK-648005,Dec 30  2015 9:43:49 AM,1451448829499,1,LISTED IN NSE NEXT MONDAY ABV 120  CNN Approval Of 18000 Cr Loan To  BUY SAWACA BUS(531893) CMP 72  TGT 120 TILL FRIDAY  CHECK LINK  HTTP://GOO.gl/sZKNeY,1,+919830000184,
VM-AXISMF,Dec 30  2015 8:41:22 AM,1451445082264,1,Dear Investor  Payment of Rs. 1500.00 towards your SIP in Axis Long Term Equity Fund - Growth has been received and 49.337 units at NAV 30.4032 are allotted in Folio XXXXXXXX4034. Axis MF,1,+919820405912,Manuf. Date
DM-SHUTTL,Dec 29  2015 11:12:10 PM,1451410930951,1,Ahoy   welcome to Shuttl. Please enter 8164 code to verify your number. The ride begins!,1,+919768399176,Manuf. Date
MM-MYZUPP,Dec 29  2015 11:07:53 PM,1451410673886,1,Your Zupp verification code is 5097,1,+919869889987,Manuf. Date
IM-GROFRS,Dec 29  2015 7:35:15 PM,1451397915582,1,Hi xxx  your refund for Rs. 21 has been initiated. It will be credited in 5-7 business days. Reference id: 333385236.  Regards  Team Grofers,1,+919702000557,Manuf. Date
DM-022656,Dec 29  2015 7:13:25 PM,1451396605315,1,Looking for New Year Party Deals?Get flat 25% off (Upto Rs. 2000) on Best Party deals ONLY on Little! https://bnc.lt/m/VZI3MYTKFp,1,+919768399174,
VM-040801,Dec 29  2015 5:35:03 PM,1451390703164,1,OYORooms New Year Blast! Flat 35% Off Across India. Code: HNY35. Call:01243986092 http://bit.ly/1MEB9qa AC Rooms wt Free WiFi  Brkfst. Valid till 5 Jan. Hurryy!,1,+919820405904,
VM-LETMED,Dec 29  2015 3:58:25 PM,1451384905153,1,Thank You for Registering with LetMeDrive ! Your Mobile Verification Code - f6fb7b4736 for Mobile Number 9999301628. Please verify your Mobile Number.,1,+919820405904,Manuf. Date
DM-myntra,Dec 29  2015 3:01:03 PM,1451381463095,1,MYNTRA: Hi xxx xxx your shipment 104149153 and order 104149153 will be delivered by Gaurav xxx V06499 (Phone: 7042898037) by the end of today. You can pay Rs. 1574.00 for this order by cash or by using your Mastercard (preferred partner)/Visa credit or debit card. Please ask our delivery staff Gaurav xxx V06499 (Phone: 7042898037) for the option to pay by card. Track at http://mynt.to/cs9wt,1,+919768399174,Manuf. Date
VK-040342,Dec 29  2015 2:19:47 PM,1451378987968,1,Ola! We have made your New Year party more fun. Just go to VenueMonk & use code: OLA1000 and get upto Rs 1000 OFF on your party tickets. TCA,1,+919830000184,
VD-611112,Dec 29  2015 2:00:31 PM,1451377831058,1,Pay Your Bill Instantly!! Vodafone launches a new App to pay your bill anytime anywhere visit https://www.vodafone.in/vfapp,1,+919811001057,
VM-040600,Dec 29  2015 2:00:04 PM,1451377804286,1,kotaksec- Pharma cos in news big pharma company taking over syncom health a small pharma co buy syncom nse n bse(533157) 11 tp 20/25 buy 50000 to 1 lac qty,1,+919820405904,
VM-LADDHA,Dec 29  2015 1:41:20 PM,1451376680429,1,Dear Customer pharma cos in news big pharma company taking over syncom health a small pharma co buy syncom nse n bse(533157) 11 tp 20/25 buy 50000 to 1 lac qty   Please Ignore Further Message   we regret to inform you that due to unavailability we are unable to confirm the booking For More Free Tips We will call you with alternate options with in 24 hrs,1,+919820405560,Manuf. Date
VM-040600,Dec 29  2015 1:21:22 PM,1451375482666,1,kotaksec- Pharma cos in news big pharma company taking over syncom health a small pharma co buy syncom nse n bse(533157) 11 tp 20/25 buy 50000 to 1 lac qty,1,+919820405904,
VM-IPRUMF,Dec 29  2015 12:54:59 PM,1451373899380,1,Greetings  Your SIP Purchase request for amount of Rs.1 500.00 in Folio 7175025/01 in LTEF (Tax Saving) - RP - Growth has been processed for Net Asset Value of 272.78  ICICI Prudential MF.,1,+919820405905,Manuf. Date
